id|time|attempt|label|category|sentence
109|1551471807.4614015||0|Case: instr/acc|__достоверностью__ этих данных многие ученые __ставили__ под сомнение из-за возможного загрязнения  проб воды керосином , попадающим туда при бурении .
109|1551472006.2073154||2|Tense: past/pres|По словам Сергея Булата , из-за недофинансирования ученым __давали__ лишь два самолета вместо требуемых шести и потому от побережья  Антарктики до станции « Восток » им придется добираться тысячи километров по земле , на вездеходах .
109|1552042632.0195062||1|Verb form: 3 past s m/gerund, Chunk|— Вы ужасно болтливы и непоседливы , — говорила она , — дайте мне дочитать главу ... — Если бы я не был болтлив и непоседлив , я никогда , может быть , не узнал бы вас , — отвечал я , напоминая ей этим наше знакомство : как-то в декабре , попав в Художественный  кружок на лекцию Андрея Белого , который пел ее , __бегал__ и __танцевал__ на эстраде , я так __гостелся__ и хохотал  , что она , случайно оказавшаяся в кресле рядом со мной и сперва с некоторым недоумением смотревшая на меня , тоже наконец рассмеялась , и я тотчас весело обратился к ней .
109|1551693085.584651||0|Number: p/s, Case: gen/instr|Обидно же сидеть за закрытой __дверей__ .
109|1551693154.3289692||2|Short/full: f/s|Тогда я __спокойный__ .
109|1551693154.3289692||0|Case: nom/gen| А когда я от них закрыт , у меня и __боязнь__ нету .
109|1551693990.6747162||1|Tense: past/pres, Chunk|И увидел сон , будто ко мне __приходил__ этот ночной сторож и __ударял__ меня __кружку__ по __плечам__ .
109|1551622592.5965068||0|Case: nom/loc|В прошлом году Роджерс также принимал участие в __чемпионаты__ по бегу .
109|1551619804.9169068||0|Case: nom/gen|__богатство__ Древнего Египта привлекли к себе внимание других __правители__ .
109|1551619981.2134461||1|Number: s/p|Фараоны с войсками отправлялись на  покорение новых __земел__ и возвращались домой , нагруженные добытыми в __походе__ богатствами .
110|1551992556.6936467||0|Number: s/p, Case: loc/nom|На запись __растении__ никак не реагировали .
111|1555617111.6423652|1|0|Gender: f/m|Знаешь , — __говорила__ Мишутка , — раньше я __была__ большой-большой , как дядя Боря , а потом __сделаюсь__ маленький  .
111|1555617657.06658|2|0|Verb form: 3 past s m/2 pres s|— __подумал__ — море !
111|1555619021.4563787|1|1|Number: s/p|Кругом трамваи , __автомобиле__ , __грузовик__ ... — Знаю , знаю !
111|1555685512.872215|2|0|Number: p/s|Но в этот день им не __повезли__ : рыба совсем не __клевали__ .
111|1555613928.3236198|2|0|Tense: pres/past|Для того , чтобы ощущать в себе счастье без перерыва , даже в минуты скорби и печали , нужно : а ) уметь  довольствоваться настоящим и б ) радоваться сознанию , что « __может__ бы быть и хуже » .
111|1555607434.7589355|1|0|Case: acc/loc, Other: wrong word| Например , в засуху растения закрывают устьица – отверстия в __листы__ , через которые из листа испаряется вода и через которые  в лист поступают газы – кислород , СО2 и озон .
111|1555608754.394437|2|0|Case: nom/gen|Во-вторых ,  поначалу с наступлением __засухой__ деревья и другие растения синтезируют много __изопрен__ – одного из тех самых веществ , которые участвуют в  озонопорождающих реакциях .
111|1555608754.394437|2|1|Other: adv/compar adj|Во-первых , они __слабо__ поглощают озон – в самые засушливые годы на 15 %  меньше , чем обычно .
111|1555609131.0304246|1|0|Case: loc/gen, Number: p/s|Но это требует определенных __ресурса__ , и __в__ четыре __годах__ синтез изопрена падает – более чем наполовину .
111|1555609679.5567114|2|0|Case: loc/gen|То есть можно  сказать , что особенно неприятными с « озоновой » точки __зрении__ оказываются первые годы засухи ( хотя если засуха длится больше  4 лет , то от нее , очевидно , появляется масса других проблем , не дающих радоваться ослаблению озонового загрязнения ) .
114|1557851366.4820297|1|0|Gender: m/f|Но  в этот день им не __повесло__ : рыба совсем не __клевал__ .
115|1556629332.4332392|1|0|Verb form: 1 pres s/inf|Я так __обрадоватюся__ , что и __скажу__ нельзя !
115|1556630079.903619|1|0|Person: 1/3|Я , __могу__ быть , задержусь .
115|1556630108.9442306|2|0|Case: nom/dat|— Только __вы__ тут __придтись__ самим обед готовить .
115|1556630334.4729528|1|0|Tense: pres/past|Ты ведь не __варишь__ раньше .
116|1557828169.152956|1|0|Verb form: inf/3 past s m|"Президент Евросовета Дональд Туск __написать__ в "" Твиттере "" : "" __меня__ только что __отправить__  27 членам ЕС проект Политической декларации о будущих отношениях между ЕС и Великобританией ."
120|1552403076.6845443||0|Number: s/p, Case: nom/gen, Base|"В среду в Страсбурге министр иностранных  __дело__ Финляндии Тимо Сойни __принятет__ председательство от __министров__ иностранных и __европейский__ дел Хорватии __мария__ Пейчинович-Бурич . """
121|1552577655.4264102||0|Case: nom/loc|На 11 – 12 __секунда__ после __прыжокоvо__ человек приобретает постоянную скорость падения – около 60  метров в секунду .
122|1552825142.2494838||1|Number: s/p|Была здесь и одна  __к__ __последной__ __разработке__ – « Орлан-М » , скафандр для __работы__ в открытом космосе , вариант 2015 года .
129|1555274991.5991063|1|0|Number: p/s|Вероятно ,  главной функцией мурчащих мореплавателей , составлявших компанию __викинга__ , также __были__ борьба с __мышями__ .
130|1557064546.7564464|1|0|Number: p/s, Tense: past/pres|И вот уже 50 лет __продолжали__ и даже __устанавливали__ мировые рекорды .
130|1557217230.3105288|1|1|Number: s/p|На выставке будут представлены самые разные работы  Кало и Риверы : живопись , __рисунок__ , графика , __литография__ , привезенные в Россию из Музея Долорес Ольмедо , галереи  « Арвил » , собрания внука Диего Риверы и частных коллекций стран Европы и Латинской Америки .
130|1557217716.0167148|1|0|Number: s/p|В экспозицию __включит__ картины разных творческих этапов Фриды Кало : работы , вдохновленные  искусством Ренессанса , и более поздние полотна , насыщенные символами и фетишами .
130|1557217716.0167148|1|0|Case: gen/instr|В экспозицию включат  картины разных творческих этапов Фриды Кало : работы , вдохновленные __искусства__ Ренессанса , и более поздние __полотно__ , насыщенные символами и  фетишами .
133|1560347540.7644866|1|0|Case: gen/dat|Только они разговаривали  не просто , как другие ребята , а рассказывали друг __друга__ разные небылицы , будто пошли на спор , __кому__ кого  переврет .
133|1560347540.7644866|1|0|Tense: past/fut, Number: p/s|Только они разговаривали не просто , как другие ребята , а рассказывали друг другу  разные небылицы , будто пошли на спор , __кому__ кого __переврали__ .
133|1560346825.5721405|1|0|Case: instr/nom / Number: s/p, Case: gen/instr|Можно размахивать __руки__ .
133|1560327945.743663|1|1|Tense: past/ pres|__сидели__ и __ждали__ , когда каша сварится .
133|1560328382.2153716|1|0|Tense: fut/past|Я __возму__ ложку , __попробую__ : крупа совсем __тверда__ .
133|1560331731.8819206|1|3|None|Когда пить хочется , __то__ к кажется , что целое море выпьешь , а когда  станешь пить , так одну кружку выпьешь и больше уже не хочется , потому что люди от природы жадные ... Я говорю : — Нечего тут на людей наговаривать !
133|1560332831.72186|1|0|Case: nom/gen|Мишка почистил __пескари__ и положил на сковородку .
133|1560333115.8445425|2|0|Tense: fut/past, Number: s/p|Налил масла на сковородку и  сунул в печь прямо на горячие __углю__ , чтоб поскорее __зажарится__ .
135|1562236376.789835|1|0|Other: adv/short adj|Темнел московский серый зимний день , холодно зажигался газ в фонарях , тепло освещались витрины магазинов — и разгоралась вечерняя , освобождающаяся от дневных дел московская жизнь : гуще и бодрей неслись извозчичьи санки , тяжелей гремели переполненные , ныряющие трамваи , — в сумраке уже видно было , как с шипением сыпались с проводов зеленые звезды — оживленнее спешили по снежным тротуарам мутно чернеющие прохожие ... Каждый вечер мчал меня в этот час на вытягивающемся рысаке мой кучер — от Красных ворот к храму Христа Спасителя : она жила против него ; каждый вечер я возил ее обедать в « Прагу » , в « Эрмитаж » , в « Метрополь » , после обеда в театры , на концерты , а там к « Яру » , в « Стрельну » ... Чем все это должно кончиться , я не знал и старался не думать , не додумывать : было бесполезно — так же , как говорить с ней об этом : она раз навсегда отвела разговоры о нашем будущем ; она была загадочна , непонятна для меня  , __странными__ были и наши с ней отношения — совсем __близко__ мы все еще не были ; и все это без  конца держало меня в неразрешающемся напряжении , в мучительном ожидании — и вместе с тем был я несказанно счастлив каждым часом , проведенным возле нее .
135|1562237440.7042353|2|1|Verb form: 3 past s f/participle|А у нее красота была какая-то индийская , персидская : смугло-янтарное лицо , великолепные и несколько зловещие в своей густой черноте волосы , мягко блестящие , как черный соболий мех , брови , черные , как бархатный уголь , глаза ; пленительный бархатисто-пунцовыми губами рот оттенен был темным пушком ; выезжая , она чаще всего надевала гранатовое бархатное платье и такие же туфли с  золотыми застежками ( а на курсы ходила скромной курсисткой , __завтракающей__ за тридцать копеек в вегетарианской столовой на Арбате ) ;  и насколько я был склонен к болтливости , к простосердечной веселости , настолько она была чаще всего молчалива : все что-то думала , все как будто во что-то мысленно вникала ; лежа на диване с книгой в руках , часто опускала ее и вопросительно глядела перед собой : я это видел , заезжая иногда к ней и днем , потому что каждый месяц она дня три-четыре совсем не выходила и не выезжала из дому , лежала и читала , заставляя и меня сесть в кресло возле дивана и молча читать .
135|1562237573.4828029|1|0|Verb form: gerund/imp|— Вы  ужасно __болтливый__ и __непоседливый__ , — говорила она , — __дав__ мне дочитать главу ... — Если бы я не был  болтлив и непоседлив , я никогда , может быть , не узнал бы вас , — отвечал я , напоминая ей этим наше знакомство : как-то в декабре , попав в Художественный кружок на лекцию Андрея Белого , который пел ее , бегая и танцуя на эстраде , я так вертелся и хохотал , что она , случайно оказавшаяся в кресле рядом со мной и сперва с некоторым недоумением смотревшая на меня , тоже наконец рассмеялась , и я тотчас весело обратился к ней .
135|1562238578.4189851|1|0|Case: gen/acc|В комнате пахло цветами , и она соединялась для меня с их запахом ; за одним окном  низко лежала вдали огромная картина заречной снежно-сизой Москвы ; __внизу__ __другого__ , левее , была видна часть Кремля , напротив ,  как-то не в меру близко , белела слишком новая громада Христа Спасителя , в золотом куполе которого синеватыми пятнами отражались галки , вечно вившиеся вокруг него ... « Странный город !
135|1562239709.0777502|1|1|Number: s/p|» В __ресторане__ за городом , к концу ужина , когда все __шумным__  становилось кругом в табачном дыму , она , тоже куря и хмелея , вела меня иногда в отдельный кабинет , просила позвать цыган , и они входили нарочито шумно , развязно : впереди хора , с гитарой на голубой ленте через плечо , старый цыган в казакине с галунами , с сизой мордой утопленника , с голой , как чугунный шар , головой , за ним цыганка-запевало с низким лбом под дегтярной челкой ... Она слушала песни с томной , странной усмешкой ... В три , в четыре часа ночи я отвозил ее домой , на подъезде , закрывая от счастья глаза , целовал мокрый мех ее воротника и в каком-то восторженном отчаянии летел к Красным воротам .
135|1562240813.3100414|2|1|Number: p/s|Держа руки в опущенной муфте ,  она долго глядела на чеховский могильный памятник , потом пожала __плечами__ : — Какая противная смесь сусального русского стиля и Художественного  театра !
135|1562242092.0565898|1|1|Verb form: 3 past s m/gerund|Я хотел сказать , что тогда и я уйду или зарежу  кого-нибудь , чтобы меня загнали на Сахалин , закурил , __забылся__ от волнения , но подошел половой в белых штанах и  белой рубахе , подпоясанный малиновым жгутом , почтительно напомнил : — Извините , господин , курить у нас нельзя ... И тотчас , с особой угодливостью , начал скороговоркой : — К блинам что прикажете ?
135|1562242781.2835171|2|1|Number: s/p|—  Но вы же говорили , что не знаете ничего пошлее __этого__ « __капустника__ » !
135|1562242914.4921827|1|0|Case: gen/insrt / Number: p/s|В десять часов вечера на другой день , поднявшись в лифте к ее двери , я отворил дверь своим ключиком и не сразу вошел из темной прихожей : за ней было необычно светло , все было зажжено , — люстры , канделябры  по бокам зеркала и высокая лампа под легким абажуром __у__ __изголовья__ дивана , а пианино звучало началом « Лунной сонаты »  — все повышаясь , звуча чем дальше , тем все томительнее , призывнее , в сомнамбулически-блаженной грусти .
135|1562243706.6590605|1|1|Number: s/p|Потом захрипела , засвистала и загремела , вприпрыжку затопала полькой шарманка — и к нам , скользя , подлетел маленький , вечно куда-то спешащий и смеющийся Сулержицкий , изогнулся , изображая гостинодворскую галантность , поспешно пробормотал : — Дозвольте пригласить на полечку Транблан ... И она , улыбаясь  , поднялась и , ловко , коротко притопывая , сверкая __сережкой__ , своей чернотой и обнаженными плечами и руками , пошла  с ним среди столиков , провожаемая восхищенными взглядами и рукоплесканиями , меж тем как он , задрав голову , кричал козлом : Пойдем , пойдем поскорее С тобой польку танцевать !
137|1566659554.650604|1|1|Verb form: 3 past s m/gerund|Орвилл  Роджерс установил два мировых рекорда в своей возрастной группе , __пробежал__ 60 метровку за 19 , 13 сек .
